0.021415,-0.00091423,0.065931,-0.009284,0.40747,0.091639,-0.12752,-0.052292,-0.0022182,-0.066056,-0.0098053,-0.58102,-0.005079,0.39579,-0.072734,0.0043138,-0.039467,-0.032861,0.2956,0.014789
-0.00098251,0.085409,0.041581,-0.0016649,0.24034,0.063256,0.21371,0.20789,0.0019352,0.28414,-0.0031683,-0.17016,-0.0065251,0.23004,0.074496,0.0071804,-0.018714,-0.021784,0.15124,0.018195
0.014851,0.074497,-0.0037054,-0.0063549,0.3251,0.075247,0.045135,0.13962,-0.014483,0.19651,0.0026184,-1.2094,-0.0025309,0.3125,-0.056215,0.0095897,-0.10019,-0.08705,0.2288,0.034075
-0.0070142,0.033725,-0.0073904,-0.0010237,-0.076476,-0.02904,0.20582,0.18244,-0.037733,0.24912,0.0034752,0.032566,-0.0033567,-0.066297,0.06581,-0.011857,0.0086259,-0.0053966,-0.048922,-0.0038221
-0.025178,-0.035905,-0.077389,0.00051147,-0.18562,-0.041314,-0.096071,-0.042128,0.023099,-0.067322,-0.024319,-0.53711,0.0065189,-0.15697,-0.05998,0.0048642,-0.045357,-0.040058,-0.1248,-0.014334
0.024804,-0.011148,0.010377,-0.014927,0.29901,0.068489,-0.19033,-0.11215,-0.0020679,-0.14831,0.0061423,-0.61343,0.0047356,0.28043,-0.10958,0.0015929,-0.043499,-0.029377,0.22138,0.010829
0.0039904,0.090022,0.021876,0.028517,0.17352,0.04479,0.182,0.18243,-0.012662,0.26794,0.021367,0.084204,-0.01018,0.14776,0.088819,-0.016939,0.0030878,-0.014157,0.1076,0.010368
-0.0081381,0.021423,-0.10181,-0.0092367,-0.089458,0.0019533,0.00076669,0.10621,-0.0013423,0.13382,-0.011046,-1.0716,-0.013076,-0.075838,-0.049768,0.0082233,-0.082232,-0.090368,-0.048251,-0.016149
0.0057368,-0.022886,-0.016843,-0.0031998,-0.28408,-0.051888,-0.0070217,-0.071872,0.012296,-0.10192,-0.012552,0.4074,-0.0086912,-0.24042,0.022614,-0.0072148,0.022084,0.031556,-0.18514,-0.0062386
-0.02516,-0.066221,-0.13349,-0.015154,-0.35675,-0.064526,-0.23411,-0.15664,-0.0018665,-0.22282,0.0079182,-0.76217,-0.00078834,-0.32503,-0.12864,0.0039492,-0.05889,-0.051029,-0.25101,-0.0051033
-0.011646,-0.078008,-0.061334,0.0071569,0.00543,-0.0030545,-0.2753,-0.16931,-0.012912,-0.25328,0.027502,-0.85135,-0.019233,0.021529,-0.14104,-0.0057011,-0.054482,-0.058231,-0.013743,-0.020872
0.019904,0.033292,0.10037,-0.00065104,0.45224,0.080871,-0.011404,0.024184,0.008911,0.016412,0.002425,-0.13266,-0.0031467,0.45866,-0.015847,0.0069555,-0.020766,0.00052246,0.3249,0.024548
0.022883,0.09773,-0.026247,-0.021322,0.13472,0.018253,0.17538,0.20735,0.0032157,0.31179,1.5439e-05,-0.6181,0.0037615,0.11507,0.01621,0.0030042,-0.065846,-0.05487,0.091892,0.01393
-0.0066764,0.028072,-0.020076,0.0092058,0.07227,0.018655,0.031012,0.077234,-0.012445,0.10683,0.014588,-0.59418,-0.0081952,0.062672,-0.03,0.00031613,-0.052623,-0.049106,0.041442,0.016225
0.0030553,0.025452,0.006154,0.004043,0.15791,0.02561,0.025473,0.052262,-0.021713,0.066007,-0.020481,-0.37859,0.0013635,0.14303,-0.023079,0.0033923,-0.018371,-0.040573,0.10902,0.021403
